GLOBALID,OBJECTID,TrafficStudyID,Request Number,Traffic Study Type,Associated File,Associated File Link,Main Street Name,Street Name 2,Street Name 3,Street Name 4,Street Name 5,Civic Address,Start Date,Finish Date,Year,Equipment Type,Start Day of Week,Finish Day of Week,AM Peak,PM Peak,Off Peak,Duration,85th Percentile Speed,Warrant Points,AAWT,Add Date,Modified Date,x,y
de6d1be7-391f-484b-9900-02b0eb5426e4,1682,TRFSDY10880,23VOL777,VOL,23VOL777.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL777.pdf,WINDMILL RD,AKERLEY BLVD,BEDFORD BYPS,,,1000,1/10/2023 12:00:00 AM,1/10/2023 12:00:00 AM,2023,MIOVISION,TUES,TUES,,,,24HR,,,49365,7/27/2023 8:58:25 AM,7/11/2025 12:38:08 PM,-7081465.6336,5575067.9152
1401cfc5-b16a-4422-be1c-e8027fb93fe7,1683,TRFSDY9945,22SPD189,SPD,22SPD189.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/22SPD189.xlsx,SYCAMORE LANE,RIVERSIDE DR,ASPEN CRES,,,46,11/24/2022 12:00:00 AM,12/7/2022 12:00:00 AM,2022,RADAR,THURS,WED,,,,7 DAYS,51,0,513,4/5/2023 1:45:46 PM,7/15/2025 11:48:05 AM,-7089007.7178,5586042.5827
330b30cc-15b2-4fd6-aa9b-ce5015b53d03,1684,TRFSDY14909,23RQ558,VOL,23VOL558.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL558.xlsx,ARCHIBALD DR,HIGH RD,TAMARACK DR,,,10,,6/20/2023 12:00:00 AM,2023,,,,,,,24HRS,,,1192,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7083406.8099,5591886.7906
3e43383b-bd08-4e1a-a751-7ea4b0a4f4ba,1685,TRFSDY4342,18VOL341,VOL,18VOL341.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18VOL341.pdf,PEDDARS WAY,BOW ST,ROSEWAY CRT,,,35,9/5/2018 12:00:00 AM,,2018,RT,,,,,,,,,2037,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7073673.9447,5569868.6312
4940a306-3909-4d79-b82e-82c771cb4511,1686,TRFSDY16782,24RQ429,VOL,24VOL429.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL429.xlsx,BRUSSELS ST,ATLANTIC ST,INGLIS ST,,,973,10/25/2024 12:00:00 AM,11/5/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,,,394,12/12/2024 3:29:59 PM,7/11/2025 12:38:08 PM,-7076955.2719,5564151.5803
1803df13-2302-41ab-bc96-d5886795999f,1687,TRFSDY9836,22VOL045,VOL,22VOL045.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/22VOL045.xlsx,OWEN DR,LUCIEN DR,STUART HARRIS DR,,,,10/11/2022 12:00:00 AM,10/20/2022 12:00:00 AM,2022,RADAR,TUES,THURS,,,,7 DAYS,45,0,699,4/5/2023 1:45:46 PM,7/11/2025 12:38:08 PM,-7069798.6554,5571826.8661
8967fd84-cef2-48f9-9145-41fd6bb85101,1688,TRFSDY10985,23SPD538,SPD,23SPD538.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD538.xlsx,PIERS AVE,,,CIVIC 33,,33,5/15/2023 12:00:00 AM,5/24/2023 12:00:00 AM,2023,RADAR,SAT,SAT,,,,7 DAYS,41,,1142,7/27/2023 8:58:25 AM,7/11/2025 12:38:08 PM,-7083924.2333,5565609.6866
0eee5f84-452d-441c-9445-7a442dc2cfa4,1689,TRFSDY4373,18VOL408,VOL,18VOL408.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18VOL408.pdf,WAKEFIELD CRT,THORNBURY LANE,,,,47,10/17/2018 12:00:00 AM,,2018,RT,,,,,,,,,298,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7092846.995,5588135.2711
fb132ce9-0475-4063-9811-4715da83efc9,1690,TRFSDY5019,14TM177,TMC,14TM177.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM177.pdf,LACEWOOD DR,,,,,,11/29/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,8/26/2025 4:19:34 PM,-7086210.4823,5568527.479
b2e9007f-8a1d-4038-802b-1c79e4a6be52,1691,TRFSDY3865,16ATR472,VOL,16ATR472.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16ATR472.pdf,FREDERICK AVE,HILLCREST ST,WILLETT ST,,,122,10/19/2016 12:00:00 AM,,2016,RT,,,,,,,,,1324,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7084659.8693,5566867.5291
f491d526-c77c-4ce7-95ae-bcb8205dd4ca,1692,TRFSDY8303,21SPD097,SPD,21SPD097.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/21SPD097.xlsx,DUBLIN ST,ALMON ST,BAYERS RD,,,2877,5/24/2021 12:00:00 AM,6/3/2021 12:00:00 AM,2021,RADAR,MON,THURS,,,,,45,0,,4/27/2022 5:58:36 PM,7/11/2025 12:38:08 PM,-7080537.7803,5567177.3768
6b5aaf71-2992-42c6-84bf-5e5e46b04a8c,1693,TRFSDY14948,23RQ646,VOL,23VOL646.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL646.xlsx,JOHNSON AVE,EISENER ST,WHITE BIRCH DR,,,42,,10/28/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,47,,390,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7095184.7581,5566598.7802
c558e4c4-ae43-4dd5-b140-92fa2a28d066,1694,TRFSDY20770,25RQ454,TMC,25TM454.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/25TM454.pdf,DUKE ST,ROCKY LAKE DR,,,,,8/21/2025 12:00:00 AM,8/21/2025 12:00:00 AM,2025,MIOVISION,THURS,,Y,Y,Y,,,49,,10/2/2025 3:30:10 PM,10/2/2025 3:30:10 PM,-7083827.2821,5581611.6404
92c088d7-3f08-4a7c-9e58-d44f089b930d,1695,TRFSDY7227,19SPD109,SPD,19SPD109.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19SPD109.pdf,LAWNSDALE DR,KINGSTON CRES,LYNGBY AVE,,,8,6/4/2019 3:00:00 AM,6/11/2019 3:00:00 AM,2019,ATR,TUES,TUES,,,,7 DAYS,48,,679,3/15/2021 4:45:51 PM,7/11/2025 12:38:08 PM,-7076375.2451,5571447.4889
33b63ac8-f52f-4119-8a98-bd699d26fa37,1696,TRFSDY20256,25RQ396,TMC,25TM396.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/25TM396.pdf,NORWOOD ST,CAMBRIDGE ST,,,,,7/3/2025 12:00:00 AM,7/3/2025 12:00:00 AM,2025,MIOVISION,THURS,,,,,7AM-7PM,,,,7/23/2025 12:25:53 PM,7/23/2025 12:36:28 PM,-7079962.2264,5565410.9387
da0cffeb-acbf-4627-9066-344aab05d334,1697,TRFSDY15170,23RQ540,SPD,23SPD540.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD540.xlsx,RANKIN DR,GLENDALE DR,ROGERS DR,,,81,,12/15/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,50,,283,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7089267.3277,5587360.5323
469921b5-10dc-468b-9d52-49664fb494c6,1698,TRFSDY3521,14WST015,VOL,14WST015.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14WST015.pdf,OAK ST,CONNAUGHT AVE,ELM ST,,,,6/2/2014 12:00:00 AM,,2014,RT,,,,,,,,,2148,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7080551.6042,5565891.1584
33033761-7d90-4c17-8f43-e9de2135a36a,1699,TRFSDY21366,25RQ443,TMC,25TM443.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/25TM443.pdf,JOSEPH HOWE DR,DUTCH VILLAGE RD,0,,,0,9/23/2025 12:00:00 AM,9/23/2025 12:00:00 AM,2025,MIOVISION,Tues,,,,,24 HOURS,0,0,0,10/30/2025 11:36:54 AM,10/30/2025 11:36:54 AM,-7083104.1575,5568141.2673
ee2e3261-1b75-4365-849c-1351ccb22a68,1700,TRFSDY5369,16TM041,TMC,16TM041.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16TM041.pdf,BREEZE DR,LETHBRIDGE AVE,,,,,6/14/2016 12:00:00 AM,,2016,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,7/11/2025 12:38:08 PM,-7073765.6813,5575514.4202
4613e559-2e81-4ef1-a124-764cda1faed0,1701,TRFSDY15103,23RQ229,SPD,23SPD229.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD229.xlsx,GREENHILL RD,PINETREE CRES,PAULA DR,,,36,,11/6/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,56,,555,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7104740.6695,5577010.0427
8f0ff5c4-0058-4273-b6c3-c1a039840d94,1702,TRFSDY6301,15PED274,PED,15PED274.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/15PED274.pdf,GLADSTONE ST,SUMMIT ST,,,,,11/9/2015 12:00:00 AM,,2015,,,,Y,Y,Y,,,,,5/7/2019 12:13:59 PM,7/11/2025 12:38:08 PM,-7079806.8349,5567219.7822
46bff267-b46a-4963-aec9-c8f4b94c7164,1703,TRFSDY9783,22TM529,TMC,22TM529.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM529.pdf,HOGAN CRT,LARRY UTECK BLVD,END,,,,4/26/2022 12:00:00 AM,4/26/2022 12:00:00 AM,2022,MIOVISION,TUES,TUES,N,N,N,24HR,,0,0,4/5/2023 1:45:46 PM,7/11/2025 12:38:08 PM,-7090153.2504,5573927.2121
44b8dfe6-27cc-4515-83af-36558031a100,1704,TRFSDY8020,20CLS439,CLS,20CLS439.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/20CLS439.pdf,Robie Street,North St,St Albans St,,,,10/26/2020 12:00:00 AM,10/26/2020 12:00:00 AM,2020,MIOVISION,MON,MON,,,,12HR,,,,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7079469.6012,5567443.1699
70089948-4f77-4265-8e17-7b77904dd57c,1705,TRFSDY15348,23RQ986,TMC,23TM986.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23TM986.pdf,SHORE RD,CALDWELL RD,,,,,,11/21/2023 12:00:00 AM,2023,MIOVISION,,,,,,7AM-7PM,,,,5/24/2024 2:02:44 PM,7/17/2025 11:34:05 AM,-7065051.8993,5558857.9543
38856954-671a-4691-8873-903cddbba3b1,1706,TRFSDY5231,15TM168,TMC,15TM168.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/15TM168.pdf,EAGLEWOOD DR,PEREGRINE CRES,,,,,5/26/2015 12:00:00 AM,,2015,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,7/17/2025 11:22:23 AM,-7085190.3125,5578306.643
40ad056c-6fe9-484b-b3e5-a0c855f3868e,1707,TRFSDY16375,24RQ363,VOL,24VOL363.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL363.xlsx,YEREVAN DR,OAKHILL DR,KAROLINE DR,,,39,7/15/2024 12:00:00 AM,7/23/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,42,,222,9/18/2024 11:54:12 AM,7/11/2025 12:38:08 PM,-7089318.3518,5588273.8524
b6660ba3-f34a-4271-b02e-e546d05a4453,1708,TRFSDY9767,22TM482,TMC,22TM482.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM482.pdf,STARBOARD DR,AMIRAULT CRT,FLEETVIEW DR,,,,8/11/2022 12:00:00 AM,8/11/2022 12:00:00 AM,2022,MIOVISION,THURS,THURS,N,N,N,7AM-7PM,,0,0,4/5/2023 1:45:46 PM,7/11/2025 12:38:08 PM,-7087516.2757,5573917.6478
41aa9e6d-9b2f-4161-899f-144c91b1d05a,1709,TRFSDY7212,19CLS197,CLS,19CLS197.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19CLS197.pdf,SHELBY DR,HUMMINGBIRD LANE,TIMBERLANE TERR,,,26,10/9/2019 3:00:00 AM,10/18/2019 3:00:00 AM,2019,ATR,WED,FRI,,,,7 DAYS,55,,415,3/15/2021 4:45:51 PM,7/11/2025 12:38:08 PM,-7105860.2746,5577970.7326
06bd7baa-bff9-4331-9f8e-ddc86e1c58e5,1710,TRFSDY20178,25RQ286,SPD,25SPD286.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25SPD286.xlsx,LAKECREST DR,HELENE AVE,MAJOR ST,,,59,6/6/2025 12:00:00 AM,6/16/2025 12:00:00 AM,2025,RADAR,,,,,,7 DAYS,49,,2881,7/23/2025 12:25:53 PM,10/23/2025 6:43:26 PM,-7073160.8174,5571742.3465
ee3990e8-f7bc-4565-99d9-7617ca2ff9fa,1711,TRFSDY8271,21CLS254,CLS,21CLS254.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/21CLS254.pdf,MEADOW DR,DANNY DR,ELAINE DR,,,65,5/5/2021 12:00:00 AM,5/13/2021 12:00:00 AM,2021,ATR,WED,THURS,,,,,42,0,,4/27/2022 5:58:36 PM,7/11/2025 12:38:08 PM,-7089344.9571,5594979.2223
502a1e3e-bec2-4144-a478-8ab7a5f2c6f5,1712,TRFSDY7284,19CLS288,CLS,19CLS288.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19CLS288.pdf,ABBINGTON AVE,MONA PARSONS DR,LARRY UTECK BLVD,,,29,8/26/2019 3:00:00 AM,9/6/2019 3:00:00 AM,2019,ATR,MON,FRI,,,,7 DAYS,46,,972,3/15/2021 4:45:51 PM,7/11/2025 12:38:08 PM,-7091685.4969,5575327.491
c616019b-3ba5-4ca5-b919-7fa43aa5f5cc,1713,TRFSDY7168,19CLS120,CLS,19CLS120.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19CLS120.pdf,HILLSIDE AVE,COBEQUID RD,HILLCREST AVE,,,15,6/7/2019 3:00:00 AM,6/24/2019 3:00:00 AM,2019,ATR,FRI,MON,,,,7 DAYS,52,,1223,3/15/2021 4:45:51 PM,7/11/2025 12:38:08 PM,-7087002.4264,5583415.886
010ca96e-4a6b-47fe-82ce-5977cf5ab7a9,1714,TRFSDY15293,23RQ703,TMC,23TM703.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23TM703.pdf,CALDWELL RD,MILLBROOK AVE,,,,,,7/6/2023 12:00:00 AM,2023,MIOVISION,,,,,,7AM-7PM,,,,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7067038.3098,5566614.3176
60e22ba6-c490-421a-9add-a08eda375926,1715,TRFSDY16143,24RQ074,VOL,24VOL074.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL074.pdf,PLEASANT ST,EVERETTE ST,CARLETON ST,,,707,4/4/2024 12:00:00 AM,4/4/2024 12:00:00 AM,2024,,THURS,,,,,24 HOURS,,,20160,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7072031.2288,5564610.5036
65407163-15f0-4d21-9ab5-d67f6e183d23,1716,TRFSDY4195,18VOL082,VOL,18VOL082.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18VOL082.pdf,BARRINGTON ST,NIOBE GATE BRDG,YOUNG ST,,,,6/25/2018 12:00:00 AM,,2018,,,,,,,,,,9963,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7079249.992,5568835.8767
38c19f9d-adbb-478c-9d94-081e23b9f3db,1717,TRFSDY16049,23RQ625,SPD,23SPD625.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD625.xlsx,BELLEVUE AVE,INGLIS ST,ROXTON RD,,,950,9/28/2023 12:00:00 AM,10/6/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,44,,279,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7078344.5063,5563606.4298
21236362-953d-4a87-88eb-ad4cf90ae68c,1718,TRFSDY15038,23RQ127,SPD,23SPD127.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD127.xlsx,SHADY LN,FENWOOD RD,EDGEHILL RD,,,6,,7/11/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,28,,47,5/24/2024 2:02:44 PM,11/4/2025 4:47:51 PM,-7083166.9172,5564388.3509
0913b3f6-ffd1-49a9-9174-1289f4650820,1719,TRFSDY16952,24RQ791,OBSV,,,SUNNYBRAE AVE,HILLCREST ST,,,,,10/28/2024 12:00:00 AM,11/1/2024 12:00:00 AM,2024,MIOVISION,TUES,FRI,Y,,Y,4 DAYS,,,,12/12/2024 3:29:59 PM,7/11/2025 12:38:08 PM,-7084288.6838,5566672.8361
bbfd2091-b4fb-48ac-9aa5-b3925efc5383,1720,TRFSDY19380,23RQ914,CLS,23FHWA914.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23FHWA914.pdf,BAYERS RD,BARNSTEAD LANE,MAILING ST,,,6969,11/2/2023 12:00:00 AM,11/2/2023 12:00:00 AM,,MIOVISION,THURS,,,,,24 HRS,,,22760,6/20/2025 12:20:03 PM,7/11/2025 12:38:08 PM,-7082618.9772,5567133.037
cbc1d9ee-6da6-4d8f-9228-85c19fd399fe,1721,TRFSDY18760,25RQ069,SPD,25SPD069.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25SPD069.xlsx,BEECH ST,JUBILEE RD,GELDERT ST,,,1667,2/5/2025 12:00:00 AM,2/13/2025 12:00:00 AM,,RADAR,,,,,,7 DAYS,,,,6/13/2025 6:39:39 PM,7/11/2025 12:38:08 PM,-7079912.5678,5564963.4157
799eb14b-4c61-4d68-9e76-8fac4d473e2c,1722,TRFSDY22205,16RQ161,SPD,16SPD161a.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16SPD161a.pdf,PIPER ST,DOROTHEA DR,END,,,321,6/14/2016 12:00:00 AM,6/21/2016 12:00:00 AM,2016,,,,,,,,38,,341,12/3/2025 3:41:55 PM,12/3/2025 3:41:55 PM,-7070608.2113,5570834.066
63215a7b-12bc-4924-8ef0-8ff532270706,1723,TRFSDY9979,22SPD622,SPD,22SPD622.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/22SPD622.xlsx,FOURTH ST,BEDFORD HWY,HIGH ST,,,24,8/12/2022 12:00:00 AM,8/23/2022 12:00:00 AM,2022,RADAR,FRI,TUES,,,,7 DAYS,39,0,264,4/5/2023 1:45:46 PM,7/11/2025 12:38:08 PM,-7087851.5351,5578256.7737
16d5acd0-a519-4781-a241-add877d6546f,1724,TRFSDY6002,18TM416,TMC,18TM416.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18TM416.pdf,MUMFORD RD,,,,,,10/11/2018 12:00:00 AM,,2018,,,,Y,Y,Y,,,,,5/7/2019 12:13:59 PM,7/11/2025 12:38:08 PM,-7081746.7325,5566740.8127
a86df3f5-bc90-4cbc-bc34-3a6a9047c781,1725,TRFSDY7880,20SPD488,SPD,20SPD488.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/20SPD488.pdf,Colindale,Inverness Ave,McLennan Ave,,,10,11/23/2020 12:00:00 AM,11/29/2020 12:00:00 AM,2020,RADAR,MON,SUN,,,,7 DAYS,34,,792,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7081140.6337,5563142.2427
1a7da200-6e87-45ad-8e04-27eae41eb817,1726,TRFSDY8094,20TM557 Total,TMC,20TM557 Total.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/20TM557 Total.pdf,North St,Gottingen St,,,,,11/24/2020 12:00:00 AM,11/24/2020 12:00:00 AM,2020,,TUES,TUES,Y,Y,,,,,,4/19/2022 5:59:29 PM,7/17/2025 2:52:50 PM,-7078930.8102,5567736.7065
336a9b73-af33-416a-a365-293940adb0ac,1727,TRFSDY4568,14TM033,TMC,14TM033.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM033.pdf,HANNAH ELISE DR,ST GEORGE BLVD,,,,,5/26/2014 12:00:00 AM,,2014,,,,Y,Y,N,,,,,5/7/2019 12:13:35 PM,7/11/2025 12:38:08 PM,-7097169.1863,5576908.5616
a2617f5f-a63f-47b4-80a3-a00fa5cc89f0,1728,TRFSDY6619,16PED382,PED,16PED382.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16PED382.pdf,FLAT POINT RD,HAMMONDS PLAINS RD,WESTWOOD BLVD,,,,10/19/2016 12:00:00 AM,,2016,,,,Y,Y,N,,,,,5/7/2019 12:14:12 PM,7/11/2025 12:38:08 PM,-7108374.8815,5575110.0372
fb05eb35-778c-4a26-b7ad-a37455c3dab1,1729,TRFSDY7267,19SPD159,SPD,19SPD159.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19SPD159.pdf,MILLRUN CRES,WALDEN PL,MOIRS MILL RD,,,159,8/26/2019 3:00:00 AM,9/6/2019 3:00:00 AM,2019,ATR,MON,FRI,,,,7 DAYS,45,,238,3/15/2021 4:45:51 PM,7/11/2025 12:38:08 PM,-7089216.1959,5576379.5237
7f5d7195-e028-4136-9115-f462eb7d1446,1730,TRFSDY4547,14TM028,TMC,14TM028.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM028.pdf,CALDWELL RD,DELTA DR,,,,,5/21/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,7/15/2025 6:11:02 PM,-7068460.7715,5568989.8513
819e2732-da14-454e-94c1-49abe09e494d,1731,TRFSDY16170,24RQ103,VOL,24VOL103.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL103.pdf,RAGGED LAKE BLVD,PROSPECT RD,END,,,11,4/25/2024 12:00:00 AM,4/25/2024 12:00:00 AM,2024,,THURS,,,,,24 HOURS,,,1666,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7087344.0628,5563073.6431
248d51a5-b2da-484e-8b14-a70bf418116c,1732,TRFSDY6880,16PED007,PED,16PED007.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16PED007.pdf,NINE MILE DR,,,,,540,9/27/2016 12:00:00 AM,,2016,,,,Y,Y,Y,,,,,5/7/2019 12:14:12 PM,7/11/2025 12:38:08 PM,-7089612.2917,5575135.9654
119686ea-9423-49a7-8678-b51c1399e295,1733,TRFSDY4966,14TM022,TMC,14TM022.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM022.pdf,CALDWELL RD,COW BAY RD,,,,,5/14/2014 12:00:00 AM,,2014,,,,Y,Y,N,,,,,5/7/2019 12:13:35 PM,7/11/2025 12:38:08 PM,-7065819.5,5560635.2987
a6de6138-a51d-4b7f-986c-66ecf2e7e509,1734,TRFSDY16933,24RQ713,TMC,24TM713.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/24TM713.pdf,MAIN ST,WOODLAWN RD,CALEDONIA RD,,,,11/7/2024 12:00:00 AM,11/7/2024 12:00:00 AM,2024,MIOVISION,THURS,,,,,7AM-7PM,,,,12/12/2024 3:29:59 PM,7/17/2025 1:00:22 PM,-7072055.6591,5571983.4673
aa1507a8-514f-4b6b-a4fc-3e5700864543,1735,TRFSDY8168,21SPD427,SPD,21SPD427.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/21SPD427.xlsx,BELLE VISTA DR,WALTDALE DR,SPRING AVE,,,81,2/12/2021 12:00:00 AM,2/20/2021 12:00:00 AM,2021,,FRI,SAT,,,,7 DAYS,51,,,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7070940.5061,5571042.8428
1ca5ddb1-1d13-4e65-9b7c-71f8e6948f55,1736,TRFSDY16066,23RQ714,SPD,23SPD714.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD714.xlsx,ELM ST,OAK ST,QUINPOOL RD,,,2039,9/1/2023 12:00:00 AM,9/21/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,48,,604,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7080307.414,5565718.9761
f7271b54-779a-4527-8b0c-0421878f14e4,1737,10229,19TM351.pdf,TMC,19TM351.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19TM351.pdf,HERRING COVE RD,PURCELLS COVE RD,,,,,9/17/2019 3:00:00 AM,,2019,MANUAL,TUES,,Y,Y,N,,,,,8/24/2020 8:37:58 PM,7/11/2025 12:38:08 PM,-7082120.8398,5564804.5612
06a102f4-14d7-4d9b-bea9-93895d09de29,1738,TRFSDY16555,23RQ244,SPD,23SPD244.xls,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD244.xls,JAMIESON DR,FALL RIVER RD,KARELS DR,,,58,8/31/2023 12:00:00 AM,9/25/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,56,,1015,9/18/2024 11:54:12 AM,10/30/2025 2:48:13 PM,-7082165.2759,5592494.7811
5e082e1a-12fc-44eb-aa1c-3aaaa59b63ca,1739,TRFSDY18700,25RQ190,VOL,25VOL190.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25VOL190.xlsx,ESDAILE AVE,PARKER ST,TUPPER ST,,,17,4/16/2025 12:00:00 AM,5/1/2025 12:00:00 AM,,RADAR,,,,,,7 DAYS,,,,6/13/2025 6:39:39 PM,7/11/2025 12:38:08 PM,-7074911.3048,5568554.2648
e99434ce-dcc7-4a61-bc94-46d2aa86f906,1740,TRFSDY9682,22SPD365,SPD,22SPD365.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/22SPD365.xlsx,SOUTH PARK ST,SACKVILLE ST,CLYDE ST,,,1515,5/30/2022 12:00:00 AM,6/7/2022 12:00:00 AM,2022,RADAR,MON,TUES,,,,3 DAYS,45,,5841,8/12/2022 7:26:39 PM,7/11/2025 12:38:08 PM,-7077721.2941,5565537.3487
94e7c939-9951-4cd3-916c-a81e3b5b9b78,1741,TRFSDY22450,16RQ121,SPD,16SPD121a.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16SPD121a.pdf,FIRESIDE DR,FLAGSTONE DR,FIDDLERS GRN,,,62,6/1/2016 12:00:00 AM,6/8/2016 12:00:00 AM,2016,,,,,,,,47,,524,12/3/2025 3:41:55 PM,12/3/2025 3:41:55 PM,-7067274.4266,5560546.6991
2b21fe01-827b-49bf-994e-688beffd18bf,1742,TRFSDY8226,20SPD476,SPD,20SPD476.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/20SPD476.pdf,ALLAN ST,Oxford St,Windsor St,,,6191,11/23/2020 12:00:00 AM,11/29/2020 12:00:00 AM,2020,RADAR,MON,SUN,,,,7 DAYS,42,,1808,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7079471.8678,5566309.5062
68eb8bc7-ef20-4e9b-bf27-e4a8fd65361e,1743,TRFSDY16688,24RQ564,VOL,24VOL564.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL564.xlsx,ETHAN DR,ELISE VICTORIA DR,ASHLEA DR,,,117,8/29/2024 12:00:00 AM,9/9/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,50,,79,10/11/2024 12:30:14 PM,7/11/2025 12:38:08 PM,-7086757.0058,5589164.5413
c0a494b3-7a5d-4c65-b376-ebfe2f6e4c74,1744,TRFSDY3495,14CNT140,VOL,14CNT140.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14CNT140.pdf,PINEHILL DR,KAYE ST,SACKVILLE DR,,,7,,,2014,,,,,,,,,,4268,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7088404.8297,5584625.2886
